,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
667,2023,46899NVRSL8710I,110001366600.0,CLARIOS LLC,8710 BAER RD,FORT WAYNE,ALLEN,IN,46809,,,41.0042,-85.1852,NAD83,CLARIOS LLC,,CLARIOS LLC,,,,NO,335,Electrical Equipment,,,,,,,335910,,,,,,1323222009805,Lead  And Lead Compounds,YES,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,770.47,0.0,639903.0,0.0,0.0,0.0,639903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640673.47,770.47,0.0,0.0,0.0,770.296,0.174,0.0,0.0,0.0,639903.0,0.0,0.0,640673.47,,PRODUCTION,0.96
670,2023,47512SCPTRKNOXC,110000403331.0,SCEPTER INC,6467 N SCEPTER RD,BICKNELL,KNOX,IN,47512,,,38.771194,-87.328222,NAD83,SCEPTER INC.,,SCEPTER INC,,,,NO,331,Primary Metals,,,,,,,331314,,,,,,1323222276558,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,16.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,92236.0,0.0,0.0,0.0,0.0,0.0,0.0,92525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92525.1,92555.9,0.0,0.0,30.8,92263.1,262.0,0.0,0.0,0.0,0.0,0.0,0.0,92555.9,,PRODUCTION,1.3
672,2023,46345CRDNLFIRST,110000745855.0,ALEXANDER CHEMICAL CORP,7593 S FIRST RD,LAPORTE,LAPORTE,IN,46350,,,41.508421,-86.671524,NAD83,CARUS GROUP INC,5477666.0,CARUS GROUP INC,,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222184069,Ammonia,NO,0007664417,7664-41-7,152389.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,352.9,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.42,0.0,0.0,367.42,0.0,0.0,0.0,0.0,0.0,0.0,31.07,0.0,398.49,,PRODUCTION,0.86
674,2023,46565LKPRK75MID,110011989278.0,LAKEPARK INDUSTRIES OF INDIANA INC,750 E MIDDLEBURY RD,SHIPSHEWANA,LAGRANGE,IN,46565,,,41.67643,-85.57116,NAD83,MIDWAY PRODUCTS GROUP,874232465.0,MIDWAY PRODUCTS GROUP,,,,NO,336,Transportation Equipment,,,,,,,336370,,,,,,1323221907189,Nickel,NO,0007440020,7440-02-0,149674.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ACTIVITY,1.8
693,2023,46312NTNLB5222I,110000397856.0,HARSCO MINERALS - NBC,5222 INDIANAPOLIS BLVD,EAST CHICAGO,LAKE,IN,46312,,,41.619165,-87.484452,NAD83,HARSCO ENVIRONMENTAL,3952009.0,ENVIRI CORP,,,,NO,327,Nonmetallic Mineral Product,,,,,,,327992,,,,,,1323221574357,Lead  And Lead Compounds,YES,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.302,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,0.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,,PRODUCTION,1.53
705,2023,46226LRCHC3111N,110000397348.0,BRENNTAG MID-SOUTH INC,3111 N POST RD,INDIANAPOLIS,MARION,IN,46226,,,39.814444,-86.007778,NAD83,BRENNTAG N.A. INC,41167107.0,BRENNTAG NORTH AMERICA INC,BRENNTAG AG,507091739.0,BRENNTAG AG,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221989736,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31554.0,31554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31554.0,31676.0,0.0,0.0,122.0,0.0,31554.0,0.0,0.0,0.0,0.0,0.0,0.0,31676.0,,ACTIVITY,0.95
753,2023,47903SBRSZ5500S,110000404205.0,SUBARU OF INDIANA AUTOMOTIVE INC,5500 STATE ROAD 38 E,LAFAYETTE,TIPPECANOE,IN,47905,,,40.378818,-86.792522,NAD83,SUBARU USA HOLDINGS INC.,,SUBARU USA HOLDINGS INC,SUBARU CORP,690550900.0,SUBARU CORP,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1323221975319,Toluene,NO,0000108883,108-88-3,25452.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,382.0,37848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38230.0,1.2,3.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,30491.0,0.0,0.0,0.0,0.0,30491.0,2025.0,0.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,32521.0,38231.2,0.0,0.0,38230.0,0.0,1.2,0.0,2025.0,0.0,30491.0,2740.0,3.8,73491.0,,PRODUCTION,1.22
778,2023,47620NDNFR1200R,110017866727.0,COUNTRYMARK REFINING & LOGISTICS LLC,6701 LOWER NEW HARMONY ROAD,MOUNT VERNON,POSEY,IN,47620,,,37.925417,-87.904972,NAD83,COUNTRYMARK COOPERATIVE HOLDING CORP,7902869.0,COUNTRYMARK COOPERATIVE HOLDING CORP,,,,NO,324,Petroleum,,,,,,,324110,,,,,,1323222113742,Ammonia,NO,0007664417,7664-41-7,152389.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.0,346.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,3085593.0,0.0,3086869.0,,PRODUCTION,0.99
831,2023,47122DWRDV5171M,110002472075.0,CYLICRON LLC,5171 MARITIME RD,JEFFERSONVILLE,CLARK,IN,47130,,,38.32769,-85.67492,NAD83,,,,,,,NO,333,Machinery,,,,,,,333998,,,,,,1323222328989,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,1.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,12934.0,0.0,0.0,0.0,12934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12934.496,17.396,0.0,0.0,16.9,0.0,0.496,0.0,0.0,0.0,12934.0,0.0,0.0,12951.396,,PRODUCTION,0.77
868,2023,46933MRCNW5300E,110001678024.0,AMERICAN WOODMARK CORP,5300 E SIDE PKWY,GAS CITY,GRANT,IN,46933,,,40.478464,-85.573797,NAD83,AMERICAN WOODMARK CORP,21458534.0,AMERICAN WOODMARK CORP,,,,NO,337,Furniture,,,,,,,337110,,,,,,1323222165565,n-Butyl alcohol,NO,0000071363,71-36-3,4739.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8752.988,141.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8894.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8920.743,0.0,0.0,0.0,0.0,8920.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8920.743,8894.201,0.0,0.0,8894.201,0.0,0.0,0.0,0.0,0.0,8920.743,944.674,0.0,18759.617,,PRODUCTION,0.72
873,2023,46516LPHSY5120B,110008057789.0,PATRICK INDUSTRIES INC. D/B/A ALPHA SYSTEMS,5120 BECK DR,ELKHART,ELKHART,IN,46516,,,41.69383,-85.89163,NAD83,PATRICK INDUSTRIES,16272908.0,PATRICK INDUSTRIES,,,,NO,325,Chemicals,,,,,,,325520,,,,,,1323221623073,Toluene,NO,0000108883,108-88-3,25452.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8370.0,0.0,0.0,0.0,9453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9453.0,45222.0,0.0,0.0,0.0,0.0,45222.0,45875.0,0.0,45875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100550.0,17823.0,0.0,0.0,8370.0,0.0,9453.0,0.0,45875.0,0.0,45222.0,0.0,0.0,108920.0,,PRODUCTION,0.76
931,2023,47933NCRST400SO,110017410595.0,NUCOR STEEL,4537 S NUCOR RD,CRAWFORDSVILLE,MONTGOMERY,IN,47933,,,39.9747,-86.8301,NAD83,NUCOR CORP,3446796.0,NUCOR CORP,,,,NO,331,Primary Metals,,,,,,,331110,,,,,,1323222108894,Lithium carbonate,NO,0000554132,554-13-2,53553.0,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,440.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,,PRODUCTION,1.03
965,2023,4790WHRTLN37DAV,110055152445.0,HEARTLAND AUTOMOTIVE,3700 DAVID HOWARTH DR,LAFAYETTE,TIPPECANOE,IN,47909,,,40.363832,-86.836549,NAD83,SHIGERU CO LTD,,SHIGERU CO LTD,,,,NO,336,Transportation Equipment,,,,,,,336360,,,,,,1323221659143,Diisocyanates,NO,N120,N120,649715.0,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
991,2023,46725CHRMS2433S,110012552512.0,CHROMASOURCE INC,2433 S CR 600 E,COLUMBIA CITY,WHITLEY,IN,46725,,,41.1272,-85.3739,NAD83,,,,,,,NO,322,Paper,,,,,,,322220,,,,,,1323221735879,Certain glycol ethers,NO,N230,N230,649541.0,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,37.0,0.0,73.0,,PRODUCTION,0.95
1012,2023,46226LRCHC3111N,110000397348.0,BRENNTAG MID-SOUTH INC,3111 N POST RD,INDIANAPOLIS,MARION,IN,46226,,,39.814444,-86.007778,NAD83,BRENNTAG N.A. INC,41167107.0,BRENNTAG NORTH AMERICA INC,BRENNTAG AG,507091739.0,BRENNTAG AG,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221989698,Ethylene glycol,NO,0000107211,107-21-1,24257.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,ACTIVITY,0.9
1117,2023,46992THFRD775MA,110000401752.0,THE FORD METER BOX CO INC,775 MANCHESTER AVE,WABASH,WABASH,IN,46992,,,40.813874,-85.807809,NAD83,,,FORD METER BOX CO INC,,,,NO,332,Fabricated Metals,,,,,,,332911,331529.0,,,,,1323221706260,Zinc (fume or dust),NO,0007440666,7440-66-6,150235.0,NO,TRI,NO,Metals with qualifiers,NO,NO,NO,R,Pounds,1089.0,7039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46325.0,46325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46325.0,8128.0,0.0,0.0,8128.0,0.0,0.0,0.0,0.0,0.0,46325.0,0.0,0.0,54453.0,,PRODUCTION,1.14
1142,2023,4675WGRPHC31SUT,110058590430.0,GRAPHIC PACKAGING INTERNATIONAL LLC,301 SOUTH PROGRESS DR,KENDALLVILLE,NOBLE,IN,46755,,,41.43988,-85.22149,NAD83,,,GRAPHIC PACKAGING HOLDING CO,,,,NO,322,Paper,,,,,,,322212,,,,,,1323221714811,Certain glycol ethers,NO,N230,N230,649541.0,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,20495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,339.0,0.0,0.0,0.0,0.0,572.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,20834.0,0.0,0.0,20495.0,0.0,339.0,0.0,0.0,0.0,572.0,0.0,0.0,21406.0,,PRODUCTION,1.04
1155,2023,46312SFTYK601RI,110000397883.0,SAFETY-KLEEN SYSTEMS INC.,601 RILEY RD,EAST CHICAGO,LAKE,IN,46312,,,41.648417,-87.482414,NAD83,CLEAN HARBORS INC,42698999.0,CLEAN HARBORS INC,,,,NO,324,Petroleum,,,,,,,324191,,,,,,1323221691254,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590818.0,0.0,0.0,0.0,590818.0,,ACTIVITY,0.9
1162,2023,46703DNCRP203WE,110042036908.0,UNIVERTICAL LLC,203 WEATHERHEAD ST,ANGOLA,STEUBEN,IN,46703,,,41.64441,-85.00121,NAD83,,,,,,,NO,325,Chemicals,,,,,,,325180,331420.0,,,,,1323221936735,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,PRODUCTION,1.0
1180,2023,47620NDNFR1200R,110017866727.0,COUNTRYMARK REFINING & LOGISTICS LLC,6701 LOWER NEW HARMONY ROAD,MOUNT VERNON,POSEY,IN,47620,,,37.925417,-87.904972,NAD83,COUNTRYMARK COOPERATIVE HOLDING CORP,7902869.0,COUNTRYMARK COOPERATIVE HOLDING CORP,,,,NO,324,Petroleum,,,,,,,324110,,,,,,1323222114023,Hydrogen fluoride,NO,0007664393,7664-39-3,152371.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,PRODUCTION,0.99
1197,2023,46514MRRYD1536G,110029312143.0,MOR/RYDE INTERNATIONAL INC,1536 GRANT ST,ELKHART,ELKHART,IN,46514,,,41.701,-85.95464,NAD83,,,MOR/RYDE INTERNATIONAL INC,,,,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323221645106,Nickel  And Nickel Compounds,YES,N495,N495,650036.0,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,1656.0,,PRODUCTION,1.23
1200,2023,46146MPLCR203NE,110000396599.0,US BATH GROUP LLC - DBA - MPL CO,203 N EDGERTON,FAIRLAND,SHELBY,IN,46126,,,39.58886,-85.86705,NAD83,,,,,,,NO,326,Plastics and Rubber,,,,,,,326191,,,,,,1323221707666,Styrene,NO,0000100425,100-42-5,19414.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,86671.0,28890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115561.0,0.0,0.0,115561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115561.0,,PRODUCTION,1.06
1211,2023,46226LRCHC3111N,110000397348.0,BRENNTAG MID-SOUTH INC,3111 N POST RD,INDIANAPOLIS,MARION,IN,46226,,,39.814444,-86.007778,NAD83,BRENNTAG N.A. INC,41167107.0,BRENNTAG NORTH AMERICA INC,BRENNTAG AG,507091739.0,BRENNTAG AG,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221989724,Tetrachloroethylene,NO,0000127184,127-18-4,34157.0,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
