MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
1173,4862,Tobacco Road Kiel Brothers 6,850 Jonesville Rd,Columbus,Bartholomew County,UST,LUS No Further Action 12/18/2012,Environmental Restrictive Covenant,476,2.012E+11,23-Oct-12,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,66996853,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66996853
1188,4063,Waste Management,2220 Bremer Rd,Fort Wayne,Allen County,UST,LUS No Further Action 4/7/2009,Environmental Restrictive Covenant,943,2009005199,06-Feb-09,Maintain Vapor Mitigation System;  Paved or Concrete Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Subsurface Soil,TPH - Total Petroleum Hydrocarbons,Entire Property,,44875578,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=44875578
1198,IC 203081862,3000 Engle Road,3000 Engle Rd,Fort Wayne,Allen County,Hazardous Waste (RCRA),Other-Specify,Environmental Restrictive Covenant,452,,11-Aug-03,Ground Water Use Restriction,Ground Water,VOC - Volatile Organic Compounds,Entire Property,,48157841,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=48157841
1213,14581,Smoke For Less,510 S Main St,Auburn,De Kalb County,UST,LUS No Further Action 3/29/2010,Environmental Restrictive Covenant,549,200905343,01-Sep-09,Paved or Concrete Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,52098867,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=52098867
1214,6753,Speedway 6145,904 W Coliseum,Fort Wayne,Allen County,UST,LUS No Further Action 8/28/2007,Environmental Restrictive Covenant,611,2007061667,06-Nov-07,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum,Entire Property,,66901100,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66901100
1215,6738,EMRO Marketing Wake up 6146,3904 NORTHROP,Fort Wayne,Allen County,LUST,LUS No Further Action 8/24/2011,Environmental Restrictive Covenant,1127,2011020743,12-May-11,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,63211973,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=63211973
1217,6754,Speedway 6148,612 E Petit Ave,Fort Wayne,Allen County,LUST,LUS No Further Action 4/19/2013,Environmental Restrictive Covenant,1199,,26-Feb-13,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,67593901,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67593901
1231,2253,Larrys Automotive,3500 N BROADWAY AVE,Muncie,Delaware County,LUST,LUS No Further Action 9/23/2013,Environmental Restrictive Covenant,1202,,11-Jul-13,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum,Entire Property,,68562085,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68562085
1236,2410,Speedway 1214,2302 Fairfield Ave,Fort Wayne,Allen County,LUST,LUS No Further Action 4/8/2011,Environmental Restrictive Covenant,230,2011008777,01-Mar-11,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,61348337,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=61348337
1246,18405,Johnson Oil Bigfoot,2355 W Jonathon Moore Pike,Columbus,Bartholomew County,UST,LUS No Further Action 5/3/2005,Environmental Restrictive Covenant,1006,2.005E+11,22-Dec-05,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,25389907,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=25389907
1264,13157,Johnsons Meadows Marathon,811 W Jackson St,Muncie,Delaware County,UST,LUS No Further Action 9/29/2006,Environmental Restrictive Covenant,1025,2006R18913,07-Aug-06,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,25131077,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=25131077
1272,5430,Kistners Family Marathon 2188,6303 Stellhorn Rd,Fort Wayne,Allen County,LUST,LUS No Further Action 12/14/2005,Environmental Restrictive Covenant,377,205065741,06-Oct-05,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,26025325,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=26025325
1351,11597,FLORA FOODMART,809 E Columbia St,Flora,Carroll County,LUST,LUS No Further Action 4/29/2014,Environmental Restrictive Covenant,1205,,10-Apr-14,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,69917650,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69917650
1363,6961009,Former UTC Aircraft Hanger 43,11501 W Perimeter Rd,Fort Wayne,Allen County,VRP,VRP Certificate of Completion 1/27/1999,Deed Notice,645,990026928,14-Apr-99,Residential Use Restriction,Subsurface Soil; Surface Soil,SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,66817616,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66817616
1391,16107,Kirks Point,415 S Main ST,Kirklin,Clinton County,UST,LUS No Further Action 10/6/2015,Environmental Restrictive Covenant,1207,,29-Oct-15,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,80162199,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80162199
1404,917,Adams Roofing Muncie,501 W 6TH ST,Muncie,Delaware County,LUST,LUS No Further Action 2/20/2015,Environmental Restrictive Covenant,1211,,13-Jan-15,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,70175842; 80021527,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70175842; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80021527
1404,917,Adams Roofing Muncie,501 W 6TH ST,Muncie,Delaware County,LUST,LUS No Further Action 2/20/2015,Environmental Restrictive Covenant,1211,,13-Jan-15,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,70175842; 80021527,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70175842; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80021527
1411,IND005070685,Auburn Foundry Landfill,Auburn Dr & Cedar Creek,Auburn,De Kalb County,Hazardous Waste,Closure,Environmental Restrictive Covenant,1213,,26-Feb-93,Soil or Vegetative Cap; Engineering Control OM&M; Excavation Notice Required; HW Post-closure Care Requirements; Other Restriction (Specify),Solid Waste,,Entire Property,,52861170,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=52861170
1411,IND005070685,Auburn Foundry Landrill,Auburn Dr & Cedar Creek,Auburn,De Kalb County,Hazardous Waste,Closure,Environmental Restrictive Covenant,1213,,26-Feb-93,Soil or Vegetative Cap; Engineering Control OM&M; Excavation Notice Required; HW Post-closure Care Requirements; Other Restriction (Specify),Solid Waste,,Entire Property,,52861170,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=52861170
1418,IND056034622,PROTECTIVE COATINGS INCORPORATED,1602 Birchwood Ave,Fort Wayne,Allen County,Hazardous Waste,HWF Other-Specify,Environmental Restrictive Covenant,12,021308151002000074; 2011049359,31-Oct-11,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Subsurface Soil,Metals,Entire Property; Portion of Property,,64896564,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=64896564
1418,IND056034622,PROTECTIVE COATINGS INCORPORATED,1602 Birchwood Ave,Fort Wayne,Allen County,Hazardous Waste,HWF Other-Specify,Environmental Restrictive Covenant,12,021308151002000074; 2011049359,31-Oct-11,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Subsurface Soil,Metals,Entire Property; Portion of Property,,64896564,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=64896564
1418,IND056034622,PROTECTIVE COATINGS INCORPORATED,1602 Birchwood Ave,Fort Wayne,Allen County,Hazardous Waste,HWF Other-Specify,Environmental Restrictive Covenant,14,2011049358,31-Oct-11,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Subsurface Soil,Metals,Entire Property; Portion of Property,,,
1418,IND056034622,PROTECTIVE COATINGS INCORPORATED,1602 Birchwood Ave,Fort Wayne,Allen County,Hazardous Waste,HWF Other-Specify,Environmental Restrictive Covenant,14,2011049358,31-Oct-11,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Subsurface Soil,Metals,Entire Property; Portion of Property,,,
1421,199304264,Ball State University,2000 University Ave,Muncie,Delaware County,State Cleanup,SCS No Further Action 4/30/2015,Environmental Restrictive Covenant,1214,,06-Mar-15,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; TPH - Total Petroleum Hydrocarbons,Portion of Property,,80016698,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80016698
1514,17528,North American Bulk Transport Inc,282 US HWY 31,Speed,Clark County,LUST,LUS No Further Action 3/2/2015,Environmental Restrictive Covenant,1220,,08-Oct-14,Ground Water Use Restriction; Residential Use Restriction,,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; VOCs - Volatile Organic Compounds,Portion of Property,,80011237,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80011237
1530,617,Speedway 5013,9621 N SR 3,Muncie,Delaware County,LUST,LUS No Further Action 2/4/2008,Environmental Restrictive Covenant,1052,2007R21747,18-Sep-07,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,24217284,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=24217284
1562,4080707,TM Morris Manufacturing Company Incorporated Logansport,830 SR 25 S,Logansport,Cass County,Brownfields,BFF Site Status Letter 2/26/2009,Environmental Restrictive Covenant,944,200800003002; 200900001341,24-Mar-09,Agricultural or Food Crop; Residential Use Restriction,Ground Water; Subsurface Soil,Metals; TPH - Total Petroleum Hydrocarbons,Entire Property,,46139236,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=46139236
1587,6011001,Dow Chemical BioLab Former,10619 Zionsville Rd,Zionsville,Boone County,VRP,Cert of Completion,Environmental Restrictive Covenant,1221,,04-Jan-21,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Chlorinated Compounds,Entire Property,,83155300,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83155300
1587,6011001,Dow Chemical Biological Lab,10619 Zionsville Rd,Zionsville,Boone County,VRP,Cert of Completion,Environmental Restrictive Covenant,1221,,04-Jan-21,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Chlorinated Compounds,Entire Property,,83155300,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83155300
1773,4383,Hesens Food Mart,492 N INDIANA AVE,Sellersburg,Clark County,UST,NFA 4/24/15,Environmental Restrictive Covenant,1231,,08-Apr-15,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,70520361; 80024837,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70520361; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80024837
1851,1007,Pilot Travel Center 478,6921 S SR 66,Leavenworth,Crawford County,LUST,LUS No Further Action 11/18/2015,Environmental Restrictive Covenant,1232,,12-Nov-15,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,80171387,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80171387
1869,2251,Petro Stopping Center,14000 SR 28 W,Gaston,Delaware County,LUST,LUS No Further Action 4/4/2014,Environmental Restrictive Covenant,1233,,25-Nov-13,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,69389015,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69389015
1945,8507,Lebanon BP,1902 INDIANAPOLIS AVE,Lebanon,Boone County,LUST,LUS No Further Action 6/10/2013,Environmental Restrictive Covenant,1133,2.013E+11,05-Feb-13,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,67800835,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67800835
1945,8507,Lebanon Citgo,1902 INDIANAPOLIS AVE,Lebanon,Boone County,LUST,LUS No Further Action 6/10/2013,Environmental Restrictive Covenant,1133,2.013E+11,05-Feb-13,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,67800835,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67800835
1977,7496,Odon Vault Company Inc,714 W ELNORA ST,Odon,Daviess County,LUST,LUS No Further Action 3/8/2011,Environmental Restrictive Covenant,106,Oct-91,Nov-10,Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Subsurface Soil,SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons,Entire Property; Portion of Property,,59620213,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=59620213
1985,10142,Dairyland Shell,802 N Main St,Huntingburg,Dubois County,LUST,LUS No Further Action 9/22/2010,Environmental Restrictive Covenant,1137,2010002346,24-May-10,Excavation Notice Required; Residential Use Restriction,Subsurface Soil,Petroleum,Entire Property; Portion of Property,,55985576,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=55985576
1985,10142,Dairyland Shell,802 N Main St,Huntingburg,Dubois County,LUST,LUS No Further Action 9/22/2010,Environmental Restrictive Covenant,1137,2010002346,24-May-10,Excavation Notice Required; Residential Use Restriction,Subsurface Soil,Petroleum,Entire Property; Portion of Property,,55985576,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=55985576
2003,200805205,Herdrich Petroleum,231 SOUTHEASTERN AVE,Connersville,Fayette County,State Cleanup,SCS Closure 6/15/2016,Environmental Restrictive Covenant,1237,,18-Dec-13,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum; SVOCs - Semi Volatile Organic Compounds,Entire Property,,80325113; 80428906,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80325113; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80428906
2017,4130911,Indiana Wire Products Incorporated,915 N Ireland St,Greensburg,Decatur County,Brownfields,BFF Comfort Letter 7/29/2014,Environmental Restrictive Covenant,1239,,29-Aug-14,Maintain Building Slab;  Paved or Concrete Cap;  Soil or Vegetative Cap; Ground Water Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; SVOCs - Semi Volatile Organic Compounds,Entire Property; Portion of Property,,70479467,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70479467
2047,2677,Blue & White Service Incorporated,I 65 & SR 267,Whitestown,Boone County,LUST,UST No Further Action 9/23/2016,Environmental Restrictive Covenant,1240,,15-Dec-15,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80352526,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80352526
2086,2697,Bartos Service Incorporated,1201 E Creighton Ave,Fort Wayne,Allen County,LUST,LUS No Further Action 12/17/2013,Environmental Restrictive Covenant,1242,,05-Nov-13,Ground Water Use Restriction,Ground Water; Subsurface Soil,VOCs - Volatile Organic Compounds,Entire Property,,69196525,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69196525
2104,2640,Petro 376,1035 W SR 42,Brazil,Clay County,LUST,LUS No Further Action 7/14/2011,Environmental Restrictive Covenant,593,2.011E+11,18-Jan-11,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,61243372,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=61243372
